Pattern,Print,Fabric,Native_Product_Id,Primary_Colour
Solid,Solid,Viscose Rayon,14162700,Blue
Printed,Typographic Print,Viscose Rayon,12940340,Yellow
Colour Blocked,Colourblocked,Cotton,11156888,Blue
Striped,Striped,Polyester,13688446,Yellow
Printed,Typographic Print,Polyester,14463102,Black
Solid,Solid,Cotton,10836466,Navy Blue
Printed,Graphic Print,Cotton,14744918,Grey
Colour Blocked,Typographic Print,Polyester,14217792,Black
Printed,Superhero,Cotton,14570918,White
Solid,Solid,Polyester,8911527,Maroon
Solid,Solid,Cotton,13797990,Pink
Printed,Graphic Print,Cotton,15086228,Black
Self Design,Self Design,Cotton,10829312,Grey
Printed,Typographic Print,Cotton,15016396,White
Printed,Graphic Print,Cotton,14643142,White
Solid,Solid,Cotton,11303660,Pink
Solid,Solid,Cotton,10689324,Olive
Checked,Checked,Silk Blend,15038412,Beige
Printed,Typographic Print,Cotton,14986528,Grey
Printed,Typographic Print,Cotton,13981870,Black
Printed,Conversational,Polyester,7779405,Red
Printed,Typographic Print,Cotton,12561308,Black
Solid,Solid,Cotton,11929020,Orange
Printed,Typographic Print,Cotton,12513076,Grey Melange
Printed,Typographic Print,Cotton,11280590,White
Printed,Graphic Print,Cotton,13752300,Black
Printed,Typographic Print,Cotton,11438976,Grey Melange
Printed,Superhero,Cotton,13653632,Pink
Solid,Solid,Cotton,11659432,Red
Solid,Solid,Polyester,12488464,Mustard
Colour Blocked,Colourblocked,Polyester,13330076,Navy Blue
Solid,Solid,Cotton,11928974,Blue
Printed,Typographic Print,Cotton,14061466,White
Printed,Typographic Print,Cotton,14262736,Red
Solid,Solid,Nylon,15086254,Black
Solid,Solid,Cotton,10362963,Grey
Printed,Typographic Print,Polyester,11915050,Black
Printed,Typographic Print,Cotton,11421022,Red
Printed,Superhero,Cotton,13653638,Off-White
Printed,Typographic Print,Cotton,13984930,Maroon
Solid,Solid,Cotton,12238108,Black
Printed,Typographic Print,Cotton,14704488,Peach
Printed,Graphic Print,Cotton,14775052,Rose
Printed,Typographic Print,Cotton,13610302,White
Solid,Solid,Cotton,11659436,Orange
Solid,Solid,Cotton,11303658,Red
Printed,Graphic Print,Cotton,12561500,Black
Self Design,Typographic Print,Cotton,14390690,Olive
Colour Blocked,Solid,Cotton,14358302,Teal
Striped,Striped,Cotton,13793138,Yellow
Striped,Striped,Polyester,15086510,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Colour Blocked,Colourblocked,Polyester,11732048,Green
Printed,Graphic Print,Polyester,1784250,Green
Printed,Humour and Comic,Cotton,14635570,Green
Solid,Solid,Polyester,13662528,Sea Green
Printed,Geometric Print,Polyester,15222550,Navy Blue
Printed,Other,Cotton,14098338,Multi-Colour
Solid,Solid,Nylon,10661624,Navy Blue
Printed,Solid,Cotton,10362971,White
Printed,Typographic Print,Cotton,13653646,Olive
Printed,Typographic Print,Cotton,13789308,Maroon
Printed,Typographic Print,Cotton,15364394,Maroon
Solid,Solid,Viscose Rayon,12269678,Cream
Printed,Graphic Print,Polyester,2330834,White
Printed,Graphic Print,Cotton,12958912,Lime Green
Solid,Solid,Cotton,14275754,Blue
Printed,Graphic Print,Nylon,14100254,Grey
Printed,Typographic Print,Cotton,13766086,Olive
Self Design,Typographic Print,Cotton,14390610,White
Printed,Typographic Print,Cotton,14015694,Mustard
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,14217796,Black
Solid,Solid,Cotton,11997550,White
Solid,Solid,Cotton,13198612,Multi-Colour
Dyed,Tie & Dye,Cotton,10670220,Grey Melange
Solid,Solid,Cotton,13270168,White
Solid,Solid,Cotton,10615266,Black
Striped,Striped,Cotton,10773370,Blue
Printed,Other,Cotton,13635668,White
Solid,Solid,Cotton,13733234,Pink
Printed,Typographic Print,Polyester,13688554,Orange
Printed,Typographic Print,Cotton,12354724,Green
Printed,Graphic Print,Polyester,2330909,Purple
Printed,Graphic Print,Polyester,7785441,White
Striped,Striped,Cotton,13181654,Yellow
Solid,Solid,Cotton,11928958,Yellow
Solid,Solid,Cotton,11929028,Blue
Printed,Typographic Print,Cotton,14531856,Black
Printed,Typographic Print,Cotton,14061454,Pink
Solid,Solid,Cotton,14087546,Coral
Printed,Typographic Print,Polyester,13688786,Blue
Solid,Solid,Cotton,11940310,Green
Solid,Solid,Cotton,10796380,Grey
Solid,Solid,Cotton,12334306,Charcoal
Printed,Sports,Cotton,14272378,Coffee Brown
Colour Blocked,Colourblocked,Cotton,12881538,Yellow
Solid,Solid,Cotton,13594092,Navy Blue
Printed,Typographic Print,Cotton,14265962,Blue
Printed,Geometric Print,Polyester,8326903,Blue
Printed,Graphic Print,Cotton,13962522,Black
Printed,Other,Cotton,15095314,Mustard
Printed,Conversational,Cotton,14229636,Pink
Printed,Typographic Print,Cotton,14039344,Peach
Printed,Typographic Print,Polyester,14845924,Navy Blue
Printed,Typographic Print,Cotton,12413778,Yellow
Printed,Typographic Print,Cotton,12354678,Pink
Printed,Graphic Print,Cotton,13610336,Black
Printed,Typographic Print,Cotton,11779816,Blue
Solid,Solid,Cotton,13964294,Green
Printed,Floral,Cotton,15009434,Green
Solid,Solid,Cotton,13583970,Black
Printed,Abstract Print,Polyester,14113048,Black
Printed,Logo Print,Cotton,14021910,Orange
Solid,Solid,Cotton,8077407,Navy Blue
Solid,Solid,Cotton,10362965,Grey
Solid,Solid,Cotton,11106660,Grey Melange
Solid,Solid,Cotton,10362997,Grey
Printed,Typographic Print,Viscose Rayon,10818684,Maroon
Printed,Typographic Print,Cotton,14061392,White
Solid,Solid,Cotton,13922182,Black
Solid,Solid,Viscose Rayon,12673328,Red
Printed,Typographic Print,Cotton,12029670,White
Solid,Solid,Viscose Rayon,14162702,Grey
Solid,Solid,Cotton,13144554,Navy Blue
Printed,Typographic Print,Cotton,14069960,Yellow
Printed,Graphic Print,Cotton,14643160,Pink
Printed,Graphic Print,Polyester,2368773,Purple
Solid,Solid,Cotton,14229610,Red
Solid,Solid,Polyester,14127002,Black
Printed,Humour and Comic,Cotton,14635550,Green
Printed,Graphic Print,Cotton,14635564,Green
Printed,Typographic Print,Cotton,10513186,White
Printed,Graphic Print,Polyester,2330721,Red
Solid,Solid,Cotton,12096026,Navy Blue
Solid,Solid,Cotton,11940322,White
Printed,Typographic Print,Cotton,14375910,Olive
Printed,Typographic Print,Cotton,13766076,White
Printed,Superhero,Cotton,13597040,Olive
Printed,Graphic Print,Cotton,14570966,Blue
Solid,Solid,Cotton,13793404,Green
Solid,Solid,Cotton,11106662,Red
Printed,Floral,Cotton,14042882,White
Solid,Solid,Viscose Rayon,13144570,Navy Blue
Solid,Solid,Cotton,14684412,Green
Solid,Solid,Cotton,12419364,Pink
Printed,Floral,Polyester,15325382,White
Printed,Typographic Print,Cotton,14898190,Black
Solid,Solid,Cotton,13499788,Red
Solid,Logo Print,Polyester,13695766,White
Printed,Graphic Print,Cotton,13557930,White
Printed,Conversational,Cotton,15086424,White
Solid,Solid,Cotton,12405960,Black
Solid,Solid,Cotton,12873778,Green
Solid,Solid,Polyester,15086230,Green
Printed,Typographic Print,Cotton,13686506,Grey
Printed,Typographic Print,Cotton,12177084,Black
Printed,Typographic Print,Viscose Rayon,10569994,Navy Blue
Colour Blocked,Colourblocked,Cotton,10918774,Blue
Printed,Superhero,Cotton,14634880,Olive
Solid,Solid,Cotton,13018478,Mustard
Solid,Solid,Cotton,12277910,Olive
Solid,Solid,Cotton,12419360,Olive
Solid,Typographic Print,Cotton,13280286,Black
Checked,Checked,Silk Blend,15038412,Beige
Printed,Humour and Comic,Viscose Rayon,14918310,Yellow
Printed,Humour and Comic,Cotton,11996586,Mustard
Printed,Typographic Print,Cotton,11278526,Maroon
Solid,Solid,Cotton,12277914,Navy Blue
Printed,Typographic Print,Cotton,14322026,Blue
Printed,Typographic Print,Cotton,13933848,Black
Printed,Typographic Print,Cotton,11915000,Pink
Printed,Humour and Comic,Cotton,14824476,Grey
Solid,Solid,Polyester,15293338,Green
Striped,Striped,Cotton,15323168,Blue
Solid,Solid,Cotton,6766776,Black
Printed,Humour and Comic,Cotton,14634882,Red
Solid,Solid,Viscose Rayon,9790985,Black
Printed,Typographic Print,Cotton,14766076,Black
Printed,Graphic Print,Cotton,14515290,Blue
Printed,Typographic Print,Cotton,5643870,White
Solid,Solid,Polyester,14845954,Black
Solid,Solid,Cotton,11929010,Pink
Checked,Checked,Silk Blend,15038412,Beige
Printed,Typographic Print,Cotton,15287244,Pink
Solid,Solid,Cotton,13922204,Navy Blue
Printed,Typographic Print,Cotton,11280478,Lime Green
Printed,Typographic Print,Polyester,13688744,Pink
Printed,Typographic Print,Cotton,13752298,Grey
Printed,Typographic Print,Cotton,13766122,Black
Printed,Other,Cotton,15124876,Mustard
Solid,Solid,Cotton,13733204,Yellow
Printed,Abstract Print,Cotton,14766098,Black
Printed,Graphic Print,Viscose Rayon,13619144,Black
Solid,Solid,Cotton,13797986,Blue
Printed,Graphic Print,Polyester,2330893,Yellow
Solid,Solid,Cotton,12405964,White
Solid,Solid,Cotton,6529106,Maroon
Solid,Solid,Cotton,15048442,Mustard
Printed,Typographic Print,Cotton,14570940,Blue
Dyed,Typographic Print,Cotton,14515446,Pink
Solid,Solid,Cotton,15338816,Blue
Solid,Solid,Cotton,13964288,Pink
Solid,Solid,Polyester,14845784,Navy Blue
Solid,Solid,Cotton,11940316,Black
Solid,Solid,Cotton,13752290,Brown
Printed,Graphic Print,Cotton,14859678,White
Printed,Typographic Print,Cotton,12037632,Grey
Printed,Floral,Cotton,11958436,White
Solid,Solid,Cotton,11239870,Navy Blue
Solid,Solid,Viscose Rayon,12673362,Black
Solid,Solid,Polyester,10779538,Grey
Printed,Abstract Print,Polyester,7779382,White
Printed,Graphic Print,Cotton,14643124,Blue
Printed,Typographic Print,Cotton,14540652,Purple
Printed,Typographic Print,Cotton,13610310,Mustard
Solid,Solid,Viscose Rayon,13023644,Green
Solid,Solid,Cotton,11940308,Red
Solid,Solid,Cotton,11940334,Navy Blue
Solid,Solid,Cotton,14102630,Olive
Checked,Checked,Silk Blend,15038412,Beige
Colour Blocked,Colourblocked,Cotton,12101876,Multi-Colour
Printed,Humour and Comic,Cotton,14635560,Green
Striped,Striped,Polyester,13688626,Blue
Solid,Solid,Cotton,11940318,Grey
Printed,Abstract Print,Cotton,13692266,Black
Solid,Solid,Cotton,11929060,Pink
Solid,Solid,Viscose Rayon,13496042,Black
Printed,Typographic Print,Cotton,12354686,White
Solid,Typographic Print,Cotton,14229578,White
Printed,Floral,Cotton,15190510,Pink
Printed,Graphic Print,Cotton,13610330,Maroon
Solid,Solid,Cotton,13922254,Black
Solid,Solid,Viscose Rayon,14790826,Green
Solid,Solid,Cotton,13778112,Yellow
Printed,Typographic Print,Cotton,15016412,Pink
Solid,Solid,Cotton,12722372,Yellow
Solid,Solid,Cotton,14133250,Navy Blue
Printed,Graphic Print,Cotton,13766088,Off-White
Solid,Solid,Cotton,11106658,Charcoal
Solid,Solid,Polyester,13766428,Blue
Printed,Typographic Print,Cotton,13503022,Black
Printed,Graphic Print,Polyester,2330762,Black
Solid,Solid,Cotton,11929038,Navy Blue
Printed,Logo Print,Polyester,14310586,White
Printed,Typographic Print,Cotton,11421332,White
Solid,Solid,Polyester,14559782,White
Solid,Solid,Cotton,13023642,Rust
Printed,Floral,Polyester,7779379,Red
Solid,Solid,Cotton,13321876,Olive
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14102638,Blue
Colour Blocked,Colourblocked,Cotton,13614938,Mustard
Solid,Solid,Polyester,14570652,Green
Printed,Typographic Print,Cotton,13378074,Green
Printed,Graphic Print,Cotton,11391348,White
Printed,Conversational,Cotton,14295680,Black
Printed,Humour and Comic,Cotton,11834704,Off-White
Solid,Solid,Cotton,14918990,Pink
Solid,Solid,Cotton,12405972,Black
Solid,Solid,Cotton,12277888,White
Printed,Typographic Print,Cotton,14302356,Black
Printed,Floral,Cotton,13893694,Navy Blue
Solid,Solid,Viscose Rayon,12379604,Cream
Striped,Striped,Polyester,15086114,Black
Solid,Solid,Cotton,11928982,Blue
Printed,Typographic Print,Cotton,14229592,Black
Colour Blocked,Colourblocked,Polyester,13695788,White
Solid,Solid,Cotton,12975564,Charcoal
Solid,Solid,Cotton,11303662,Maroon
Printed,Graphic Print,Cotton,13581288,Grey
Printed,Superhero,Cotton,10938188,Black
Printed,Floral,Polyester,12299594,Off-White
Solid,Other,Cotton,13619140,Pink
Solid,Solid,Cotton,12277830,Navy Blue
Printed,Varsity,Cotton,13930670,Yellow
Solid,Solid,Viscose Rayon,13144608,Peach
Solid,Solid,Viscose Rayon,11457616,Black
Solid,Solid,Polyester,11399592,Pink
Printed,Graphic Print,Cotton,15287192,Purple
Printed,Typographic Print,Cotton,13844994,Lavender
Solid,Solid,Polyester,13526462,Peach
Printed,Typographic Print,Polyester,14789306,White
Checked,Checked,Silk Blend,15038412,Beige
Striped,Striped,Cotton,14697018,White
Colour Blocked,Colourblocked,Cotton,15263210,Fuchsia
Printed,Graphic Print,Cotton,13018804,Grey Melange
Printed,Graphic Print,Cotton,15190362,White
Solid,Solid,Cotton,12277886,Purple
Printed,Floral,Cotton,14653166,White
Printed,Typographic Print,Cotton,14078450,White
Solid,Solid,Cotton,14198296,Mustard
Checked,Checked,Silk Blend,15038412,Beige
Striped,Striped,Cotton,1064684,Black
Solid,Solid,Cotton,12826294,Navy Blue
Printed,Graphic Print,Polyester,2330748,Black
Printed,Typographic Print,Cotton,14508864,White
Printed,Typographic Print,Cotton,13766110,Green
Solid,Solid,Cotton,12296136,Black
Solid,Solid,Viscose Rayon,12673350,Black
Printed,Floral,Cotton,15124892,Navy Blue
Solid,Solid,Viscose Rayon,12673274,Pink
Printed,Conversational,Cotton,13610318,Red
Printed,Typographic Print,Polyester,13888206,Blue
Solid,Solid,Cotton,14058098,Black
Solid,Solid,Cotton,13733216,Navy Blue
Solid,Solid,Cotton,15338836,Navy Blue
Printed,Typographic Print,Cotton,13984922,Black
Printed,Typographic Print,Cotton,14127086,Yellow
Printed,Typographic Print,Cotton,11421304,Red
Solid,Solid,Cotton,12277836,Grey Melange
Printed,Typographic Print,Cotton,11421062,Navy Blue
Solid,Solid,Cotton,11280610,White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,13672384,Red
Printed,Graphic Print,Polyester,7785443,Black
Printed,Superhero,Cotton,14824526,Yellow
Printed,Varsity,Polyester,11915108,Black
Solid,Solid,Cotton,13370806,White
Printed,Graphic Print,Cotton,15147290,Black
Printed,Typographic Print,Cotton,11391340,Black
Solid,Solid,Cotton,10659070,Maroon
Printed,Typographic Print,Cotton,15086440,Black
Solid,Solid,Cotton,15140618,White
Solid,Solid,Cotton,4267475,Rust
Printed,Logo Print,Cotton,13544926,Black
Solid,Other,Cotton,1052297,Pink
Printed,Typographic Print,Cotton,14988364,Grey Melange
Printed,Graphic Print,Cotton,13771442,Off-White
Printed,Varsity,Cotton,11915074,Pink
Solid,Solid,Cotton,7455906,Navy Blue
Printed,Camouflage,Nylon,15324538,Sea Green
Printed,Graphic Print,Cotton,14824470,Yellow
Dyed,Typographic Print,Cotton,14641092,Purple
Printed,Typographic Print,Cotton,13765392,Mustard
Printed,Humour and Comic,Cotton,11996610,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14643116,White
Printed,Typographic Print,Cotton,13551346,Pink
Printed,Typographic Print,Cotton,14322024,Orange
Checked,Checked,Silk Blend,15038412,Beige
Printed,Varsity,Cotton,11852312,White
Solid,Solid,Polyester,15048448,Pink
Solid,Solid,Cotton,13861924,Multi-Colour
Solid,Solid,Cotton,12277864,Maroon
Printed,Graphic Print,Cotton,13930684,Burgundy
Printed,Typographic Print,Cotton,11914908,Turquoise Blue
Printed,Typographic Print,Cotton,14890584,Pink
Printed,Floral,Polyester,7779400,Navy Blue
Printed,Graphic Print,Cotton,13551350,Pink
Solid,Solid,Polyester,14348012,White
Printed,Typographic Print,Cotton,13930680,Maroon
Solid,Solid,Cotton,15011018,White
Printed,Humour and Comic,Cotton,14641078,Yellow
Solid,Solid,Cotton,11929064,Pink
Printed,Typographic Print,Cotton,12513112,Black
Printed,Typographic Print,Cotton,13930668,Pink
Printed,Graphic Print,Cotton,13752282,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15338806,Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,13526506,White
Printed,Graphic Print,Organic Cotton,13765378,Peach
Printed,Typographic Print,Polyester,15208460,Yellow
Printed,Typographic Print,Cotton,13844980,Black
Printed,Graphic Print,Cotton,13610334,Maroon
Printed,Typographic Print,Cotton,13766090,Teal
Printed,Typographic Print,Cotton,13692732,White
Printed,Typographic Print,Polyester,9981267,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,1272036,Grey
Solid,Solid,Cotton,8772177,Black
Solid,Solid,Cotton,6549063,Maroon
Striped,Striped,Cotton,1345344,Black
Printed,Graphic Print,Cotton,14859720,White
Solid,Solid,Viscose Rayon,13447532,Pink
Printed,Typographic Print,Cotton,14087740,Blue
Printed,Typographic Print,Cotton,11421146,Navy Blue
Solid,Solid,Cotton,1709861,Maroon
Printed,Typographic Print,Cotton,12246874,Fuchsia
Solid,Solid,Cotton,11421098,Red
Checked,Checked,Silk Blend,15038412,Beige
Printed,Graphic Print,Cotton,15029664,Olive
Striped,Striped,Cotton,12357260,Red
Solid,Solid,Modal,9301551,Pink
Printed,Graphic Print,Polyester,15086352,White
Printed,Typographic Print,Cotton,13641834,Brown
Printed,Typographic Print,Cotton,13551298,White
Solid,Solid,Cotton,14327268,Pink
Solid,Solid,Polyester,15086444,Black
Printed,Logo Print,Cotton,15016392,Pink
Printed,Floral,Cotton,14087472,Blue
Solid,Solid,Cotton,11393964,Blue
Printed,Graphic Print,Cotton,14824480,Grey
Solid,Solid,Cotton,14454392,Pink
Checked,Checked,Silk Blend,15038412,Beige
Printed,Graphic Print,Cotton,15086206,Black
Colour Blocked,Colourblocked,Cotton,12012238,Multi-Colour
Striped,Striped,Organic Cotton,13236508,White
Striped,Striped,Cotton,14088042,Green
Dyed,Typographic Print,Cotton,14508824,Grey Melange
Printed,Typographic Print,Cotton,15002796,Blue
Printed,Typographic Print,Cotton,14824478,Grey
Solid,Solid,Polyester,15086266,Black
Printed,Floral,Cotton,13130076,Blue
Solid,Solid,Cotton,14932156,Grey
Printed,Solid,Cotton,12340736,Red
Solid,Solid,Cotton,10836500,Green
Solid,Solid,Cotton,2337274,Red
Printed,Typographic Print,Cotton,13641856,Blue
Solid,Solid,Cotton,13023622,Blue
Solid,Solid,Cotton,13763766,White
Printed,Graphic Print,Cotton,13641822,Yellow
Solid,Solid,Cotton,15208814,Red
Solid,Solid,Polyester,15100418,Navy Blue
Solid,Solid,Cotton,13004674,Red
Solid,Solid,Cotton,12826202,Black
Printed,Typographic Print,Cotton,13611564,Purple
Printed,Typographic Print,Cotton,15016316,Grey
Solid,Solid,Cotton,14779112,Peach
Solid,Other,Polyester,15293550,Pink
Printed,Typographic Print,Cotton,14912570,Brown
Printed,Typographic Print,Cotton,12729404,Red
Printed,Humour and Comic,Cotton,12983160,White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,10836514,Black
Solid,Solid,Cotton,13655310,Grey Melange
Solid,Solid,Cotton,15338808,Grey
Solid,Solid,Cotton,13752302,Olive
Printed,Conversational,Cotton,14515548,Pink
Printed,Humour and Comic,Cotton,15399714,Yellow
Solid,Solid,Polyester,14399720,Black
Solid,Solid,Cotton,14309536,White
Printed,Typographic Print,Cotton,12310116,Yellow
Printed,Graphic Print,Cotton,12686574,Navy Blue
Printed,Humour and Comic,Cotton,14824488,Grey
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,13641840,Yellow
Solid,Typographic Print,Cotton,15086226,White
Dyed,Tie & Dye,Cotton,14087594,Navy Blue
Printed,Typographic Print,Cotton,15134354,White
Printed,Abstract Print,Cotton,15029674,Grey
Solid,Solid,Cotton,11711880,Black
Printed,Graphic Print,Cotton,15190366,Black
Colour Blocked,Colourblocked,Cotton,14279006,White
Printed,Geometric Print,Nylon,13346052,Grey
Printed,Graphic Print,Viscose Rayon,14419850,White
Solid,Solid,Cotton,12953314,Grey Melange
Colour Blocked,Colourblocked,Viscose Rayon,10197569,Navy Blue
Printed,Tie & Dye,Cotton,12513080,Navy Blue
Printed,Typographic Print,Cotton,14515200,Maroon
Solid,Solid,Cotton,14996124,Purple
Solid,Solid,Cotton,12419390,Black
Printed,Humour and Comic,Cotton,15168246,Grey
Solid,Solid,Cotton,9783305,Black
Printed,Typographic Print,Cotton,13551274,Green
Solid,Solid,Cotton,15086314,Black
Solid,Solid,Cotton,13778136,Teal
Solid,Solid,Cotton,13964290,Black
Checked,Checked,Polyester,15035536,Blue
Printed,Graphic Print,Polyester,2330861,White
Printed,Typographic Print,Cotton,15086542,White
Striped,Striped,Cotton,14860366,White
Printed,Graphic Print,Nylon,15324540,White
Solid,Solid,Modal,14737236,Blue
Printed,Typographic Print,Cotton,14498226,Green
Solid,Solid,Cotton,11886976,Olive
Solid,Other,Cotton,13922266,Black
Solid,Solid,Cotton,12926250,Pink
Printed,Floral,Cotton,14184282,White
Printed,Graphic Print,Cotton,13551352,Green
Striped,Striped,Cotton,13181650,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,13199896,White
Solid,Solid,Cotton,11975420,Charcoal
Printed,Typographic Print,Cotton,14515414,White
Solid,Solid,Polyester,14570630,Green
Printed,Typographic Print,Cotton,14912552,Purple
Printed,Graphic Print,Cotton,15026534,Black
Solid,Solid,Cotton,14026470,Turquoise Blue
Solid,Solid,Cotton,15338820,Navy Blue
Printed,Typographic Print,Cotton,10877250,Grey Melange
Printed,Graphic Print,Cotton,14860440,Off-White
Printed,Other,Cotton,15338822,Grey
Colour Blocked,Colourblocked,Cotton,2218222,Blue
Printed,Typographic Print,Cotton,14340862,White
Printed,Floral,Cotton,15009410,White
Solid,Solid,Cotton,12413784,Grey
Printed,Geometric Print,Polyester,13345936,Olive
Printed,Abstract Print,Polyester,8326901,Pink
Printed,Graphic Print,Polyester,14981074,Black
Printed,Graphic Print,Cotton,14515284,White
Printed,Typographic Print,Cotton,14515274,Navy Blue
Printed,Geometric Print,Nylon,13346128,Pink
Solid,Solid,Cotton,13370456,Pink
Solid,Solid,Cotton,986915,Brown
Solid,Typographic Print,Cotton,15199562,Pink
Solid,Solid,Cotton,10836504,Green
Printed,Typographic Print,Polyester,13370336,Yellow
Striped,Striped,Cotton,14628518,Multi-Colour
Solid,Solid,Cotton,12277838,Black
Printed,Conversational,Cotton,14956776,Yellow
Printed,Graphic Print,Cotton,15026532,Olive
Printed,Typographic Print,Cotton,15102540,Navy Blue
Printed,Typographic Print,Cotton,15086376,Black
Solid,Solid,Cotton,11886974,Mustard
Printed,Typographic Print,Cotton,13930746,Pink
Solid,Solid,Cotton,15315094,Pink
Striped,Striped,Cotton,14701034,Blue
Printed,Other,Cotton,14912974,Pink
Solid,Solid,Cotton,12670704,Maroon
Colour Blocked,Colourblocked,Cotton,14402472,Green
Solid,Solid,Cotton,12431588,Black
Solid,Solid,Cotton,1830953,Black
Printed,Typographic Print,Cotton,8331019,Navy Blue
Striped,Striped,Polyester,14890454,Black
Striped,Striped,Cotton,14887982,Red
Solid,Solid,Linen,13944536,Green
Solid,Solid,Cotton,10836510,Green
Printed,Typographic Print,Cotton,14087840,Yellow
Solid,Solid,Cotton,10836506,Grey
Printed,Floral,Cotton,13377750,Mustard
Printed,Typographic Print,Cotton,14087842,Brown
Printed,Typographic Print,Cotton,14824474,Yellow
Printed,Typographic Print,Cotton,9740161,Grey
Solid,Solid,Cotton,14087814,Yellow
Solid,Typographic Print,Cotton,744062,Black
Solid,Solid,Cotton,14340674,Lavender
Printed,Floral,Polyester,7779412,Turquoise Blue
Solid,Solid,Cotton,13777828,Peach
Self Design,Typographic Print,Cotton,14087790,Red
Solid,Solid,Polyester,14891462,White
Printed,Conversational,Cotton,15168180,Black
Solid,Solid,Cotton,14540364,Peach
Solid,Solid,Viscose Rayon,12673324,Black
Printed,Graphic Print,Cotton,13551364,Mustard
Printed,Graphic Print,Cotton,14954314,Pink
Solid,Solid,Cotton,1837337,Navy Blue
Solid,Solid,Cotton,11775566,White
Solid,Solid,Polyester,14217802,White
Printed,Logo Print,Cotton,15016364,Olive
Printed,Graphic Print,Cotton,14912560,Purple
Printed,Sports,Cotton,14127138,Red
Solid,Solid,Cotton,8813115,Grey Melange
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,10836482,Black
Printed,Typographic Print,Cotton,15134050,Pink
Printed,Typographic Print,Cotton,11037108,Black
Colour Blocked,Colourblocked,Cotton,12953316,Black
Solid,Solid,Cotton,10836492,Teal
Printed,Typographic Print,Cotton,11280324,Peach
Solid,Solid,Viscose Rayon,15035668,Green
Solid,Other,Cotton,14995464,Gold
Printed,Typographic Print,Cotton,13893692,Pink
Printed,Typographic Print,Cotton,2414682,White
Checked,Checked,Silk Blend,15038412,Beige
Striped,Striped,Cotton,11768886,Red
Solid,Solid,Cotton,12953318,Grey
Printed,Graphic Print,Cotton,14515480,Black
Checked,Checked,Silk Blend,15038412,Beige
Printed,Logo Print,Cotton,15171886,Red
Solid,Solid,Viscose Rayon,14957586,Pink
Solid,Solid,Cotton,10836496,Blue
Printed,Floral,Polyester,15086158,White
Colour Blocked,Colourblocked,Cotton,10144357,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,6529107,Grey Melange
Solid,Solid,Cotton,13381376,Navy Blue
Printed,Polka Dots,Viscose Rayon,10760968,Black
Colour Blocked,Colourblocked,Polyester,12896616,Black
Dyed,Tie & Dye,Cotton,13503018,Multi-Colour
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,10615294,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Logo Print,Nylon,13939072,Black
Printed,Abstract Print,Viscose Rayon,14420100,White
Solid,Solid,Cotton,14798836,Orange
Dyed,Tie & Dye,Cotton,14912564,Orange
Printed,Floral,Cotton,14779152,Navy Blue
Printed,Logo Print,Cotton,14185024,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Solid,Typographic Print,Cotton,13765380,Pink
Solid,Solid,Cotton,14918984,Green
Striped,Striped,Cotton,13420552,Black
Printed,Graphic Print,Polyester,2330784,Off-White
Printed,Other,Cotton,14015678,Rust
Solid,Solid,Cotton,10836502,Green
Colour Blocked,Colourblocked,Polyester,14845928,Blue
Self Design,Floral,Cotton,15095334,Green
Solid,Solid,Cotton,14350736,Green
Solid,Solid,Polyester,15086546,White
Dyed,Tie & Dye,Cotton,14912568,Multi-Colour
Printed,Camouflage,Cotton,14888700,Olive
Solid,Solid,Cotton,12331814,White
Solid,Solid,Cotton,14350742,Maroon
Solid,Solid,Cotton,1753418,Olive
Printed,Typographic Print,Cotton,13601528,Blue
Printed,Striped,Cotton,12752614,White
Solid,Solid,Cotton,13420540,Black
Colour Blocked,Colourblocked,Cotton,13018760,Pink
Printed,Typographic Print,Cotton,13614882,Navy Blue
Solid,Solid,Cotton,12194440,Red
Solid,Typographic Print,Cotton,9706891,Black
Striped,Striped,Cotton,13503032,Navy Blue
Printed,Typographic Print,Cotton,13551282,Pink
Checked,Checked,Silk Blend,15038412,Beige
Printed,Typographic Print,Cotton,14996112,White
Solid,Solid,Organic Cotton,13236470,White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14327272,Green
Printed,Typographic Print,Cotton,14498188,Coral
