Pattern,Print,Fabric,Native_Product_Id,Primary_Colour
Solid,Solid,Polyester,14024860,Olive
Striped,Striped,Polyester,14063952,Black
Solid,Solid,Cotton,13864630,Red
Solid,Solid,Cotton,12826884,Black
Embellished,Embellished,Viscose Rayon,13957456,Cream
Embellished,Embellished,Viscose Rayon,13955646,Maroon
Striped,Solid,Cotton,14955232,Navy Blue
Solid,Solid,Cotton,11914916,Black
Solid,Solid,Cotton,14203320,Blue
Solid,Solid,Viscose Rayon,15036100,Cream
Printed,Floral,Viscose Rayon,13955648,Cream
Self Design,Self Design,Polyester,14798976,Brown
Solid,Solid,Cotton,14575398,Lime Green
Solid,Solid,Cotton,13642550,Navy Blue
Solid,Solid,Cotton,11303582,Brown
Checked,Checked,Silk Blend,15038412,Beige
Self Design,Self Design,Polyester,14270998,Olive
Solid,Solid,Cotton,10925614,Grey
Solid,Solid,Polyester,14271032,Green
Printed,Floral,Polyester,7686209,Grey
Solid,Solid,Viscose Rayon,15153378,Orange
Solid,Solid,Polyester,14024850,Blue
Printed,Geometric Print,Viscose Rayon,15124110,Blue
Printed,Geometric Print,Polyester,14058048,Burgundy
Printed,Geometric Print,Cotton Blend,6919100,Black
Solid,Solid,Cotton,13642656,Burgundy
Solid,Solid,Polyester,5643806,Olive
Solid,Solid,Cotton,11912010,Off-White
Printed,Striped,Cotton,14134836,Red
Solid,Solid,Viscose Rayon,14089994,Teal
Solid,Solid,Cotton,15048582,White
Solid,Solid,Viscose Rayon,14011658,Grey
Solid,Solid,Cotton,14291870,Black
Solid,Solid,Cotton,14709168,Olive
Solid,Solid,Cotton,13642584,Teal
Self Design,Abstract Print,Silk Blend,14178352,Green
Printed,Conversational,Cotton,14251762,Green
Solid,Solid,Viscose Rayon,9837785,Coral
Solid,Solid,Cotton,12499968,Pink
Printed,Floral,Viscose Rayon,13955660,Black
Solid,Solid,Cotton,13642398,Navy Blue
Printed,Floral,Polyester,13642448,Red
Solid,Solid,Cotton,7416748,Maroon
Solid,Solid,Cotton,13642408,Navy Blue
Solid,Solid,Viscose Rayon,2198644,Green
Solid,Solid,Polyester,14232318,Charcoal
Solid,Other,Cotton,14995982,Green
Printed,Floral,Viscose Rayon,13955670,Maroon
Solid,Solid,Viscose Rayon,14245294,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14027016,Blue
Solid,Solid,Cotton,14401428,Blue
Washed,Washed,Cotton,14093566,Navy Blue
Solid,Solid,Cotton,14608834,Maroon
Solid,Solid,Polyester,8756671,Navy Blue
Solid,Solid,Cotton,12397642,Yellow
Solid,Solid,Polyester,9140287,Blue
Solid,Solid,Polyester,14376036,Black
Solid,Solid,Polyester,14270920,Navy Blue
Solid,Solid,Cotton,14311460,Pink
Solid,Solid,Polyester,11915038,Black
Striped,Striped,Nylon,14309538,Off-White
Solid,Solid,Viscose Rayon,10185891,Grey
Solid,Solid,Cotton,12397644,Maroon
Solid,Solid,Cotton,11617468,White
Solid,Solid,Silk Blend,14252098,Black
Solid,Solid,Polyester,14270980,Navy Blue
Solid,Solid,Polyester,2403579,Navy Blue
Solid,Solid,Cotton,15122956,Black
Solid,Solid,Cotton,13642498,Green
Solid,Solid,Cotton,11244032,Blue
Solid,Solid,Polyester,14024874,Pink
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Viscose Rayon,13955740,Black
Solid,Solid,Cotton,13935866,Grey Melange
Printed,Floral,Cotton,14090112,Taupe
Solid,Solid,Polyester,15351748,White
Solid,Solid,Cotton,7416749,Mustard
Solid,Solid,Viscose Rayon,13955676,Mustard
Printed,Floral,Viscose Rayon,15281792,Black
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15020414,Burgundy
Solid,Solid,Cotton,11912012,Grey
Solid,Solid,Cotton,12446222,Pink
Solid,Solid,Viscose Rayon,9949323,Orange
Solid,Solid,Polyester,8756603,Grey
Solid,Solid,Polyester,13045052,Black
Solid,Solid,Cotton,13624172,Red
Solid,Solid,Cotton,13624174,Brown
Checked,Checked,Silk Blend,15038412,Beige
Embellished,Embellished,Cotton Blend,14171324,Pink
Solid,Solid,Cotton,10695958,Red
Solid,Solid,Cotton,7736602,Navy Blue
Printed,Ombre,Pure Cotton,14261068,Red
Solid,Solid,Polyester,6552974,Mustard
Solid,Solid,Cotton,14271496,Blue
Striped,Striped,Cotton,14508108,Yellow
Solid,Geometric Print,Cotton,11244016,Green
Solid,Solid,Polyester,13642416,Olive
Solid,Solid,Cotton,14027018,Olive
Solid,Solid,Cotton,9438191,Blue
Solid,Solid,Cotton,15107646,Navy Blue
Solid,Geometric Print,Cotton,2211022,Black
Solid,Solid,Cotton,13642484,Black
Solid,Solid,Polyester,15085792,Black
Solid,Solid,Cotton,15035450,Navy Blue
Solid,Solid,Cotton,11743656,Black
Solid,Solid,Polyester,14180306,Red
Solid,Solid,Cotton,15302834,Fluorescent Green
Checked,Checked,Silk Blend,15038412,Beige
Solid,Geometric Print,Cotton,11351512,Green
Solid,Solid,Cotton,15057232,Black
Solid,Solid,Viscose Rayon,14245274,Yellow
Solid,Solid,Cotton,14174892,Black
Printed,Abstract Print,Viscose Rayon,14151608,White
Solid,Solid,Polyester,8756663,Taupe
Solid,Solid,Polyester,14644748,Navy Blue
Printed,Floral,Polyester,10185465,Red
Striped,Striped,Polyester,15083030,Multi-Colour
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,9803415,Blue
Printed,Ethnic Motifs,Viscose Rayon,13726964,Black
Printed,Floral,Polyester,14400684,Brown
Solid,Solid,Cotton,11244054,Purple
Self Design,Self Design,Polyester,14270922,Navy Blue
Solid,Solid,Cotton,11244110,Red
Solid,Solid,Cotton Blend,14024856,Blue
Solid,Solid,Cotton,13642646,Grey Melange
Striped,Striped,Viscose Rayon,15190470,Olive
Solid,Solid,Viscose Rayon,13784012,Coral
Solid,Solid,Cotton,2303215,Blue
Solid,Solid,Cotton,14225456,Green
Solid,Solid,Viscose Rayon,7988809,Navy Blue
Solid,Solid,Cotton,14395874,Orange
Solid,Solid,Cotton,14395886,Orange
Solid,Solid,Cotton,11349822,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15020386,Rust
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,14024864,Red
Solid,Solid,Cotton,7416736,Grey
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,7416731,Pink
Solid,Solid,Cotton,14401434,Lime Green
Self Design,Textured,Polyester,14881238,White
Solid,Solid,Cotton,15020424,Charcoal
Solid,Solid,Cotton,13642536,Burgundy
Printed,Geometric Print,Viscose Rayon,15035732,Mustard
Solid,Solid,Cotton,13642650,Teal
Solid,Solid,Polyester,14499492,Black
Checked,Checked,Silk Blend,15038412,Beige
Striped,Striped,Cotton,14292260,Multi-Colour
Printed,Other,Viscose Rayon,15125174,Cream
Solid,Solid,Viscose Rayon,15035870,Yellow
Solid,Solid,Cotton,14222766,Olive
Solid,Solid,Cotton,14093578,Blue
Solid,Solid,Cotton,15020420,Charcoal
Self Design,Abstract Print,Silk Blend,14178348,Turquoise Blue
Solid,Solid,Viscose Rayon,14245218,Olive
Solid,Solid,Cotton,14450020,Black
Solid,Solid,Cotton,11053928,Navy Blue
Striped,Striped,Viscose Rayon,6824619,White
Solid,Solid,Cotton,2409153,Blue
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,13642522,Burgundy
Printed,Floral,Polyester,13985516,Off-White
Solid,Solid,Cotton,13642490,Black
Solid,Solid,Cotton,13642512,Teal
Solid,Solid,Polyester,13642492,Green
Printed,Other,Viscose Rayon,15125582,Grey
Solid,Solid,Polyester,13980000,Black
Printed,Ethnic Motifs,Georgette,15138046,Blue
Solid,Solid,Cotton,13642478,Green
Solid,Solid,Cotton,15035170,Black
Solid,Solid,Cotton,11244134,Yellow
Solid,Solid,Viscose Rayon,11243912,Blue
Printed,Geometric Print,Viscose Rayon,13955684,Cream
Solid,Solid,Cotton,15035388,White
Solid,Solid,Denim,9377903,Blue
Solid,Solid,Polyester,14271040,Green
Solid,Solid,Cotton,11351518,Purple
Checked,Checked,Silk Blend,15038412,Beige
Printed,Ethnic Motifs,,13726956,Maroon
Printed,Floral,Viscose Rayon,13727026,Red
Checked,Solid,Viscose Rayon,15325540,Yellow
Solid,Solid,Polyester,14671616,White
Solid,Solid,Polyester,8007667,White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,6621069,Blue
Solid,Solid,Cotton,14401400,Lime Green
Solid,Solid,Cotton,10925576,Brown
Solid,Solid,Cotton,15145392,Pink
Checked,Checked,Silk Blend,15038412,Beige
Printed,Abstract Print,Cotton Blend,14194642,Burgundy
Solid,Solid,Viscose Rayon,6514742,Blue
Solid,Solid,Cotton,13642684,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,13642734,Pink
Solid,Solid,Cotton,12692494,Grey Melange
Solid,Solid,Cotton,13849986,Olive
Solid,Solid,Cotton,13642508,Burgundy
Solid,Solid,Cotton,15049750,Grey
Solid,Solid,Cotton,13646246,Orange
Printed,Other,Viscose Rayon,15125800,Red
Solid,Solid,Cotton,12499900,Pink
,Other,Cotton,14984958,Rust
Printed,Conversational,Polyester,13642628,Coral
Solid,Solid,Cotton,15020358,Charcoal
Printed,Geometric Print,Polyester,13933348,Black
Solid,Solid,Cotton,14245214,Coral
Solid,Solid,Cotton,13642486,Green
Solid,Solid,Cotton,816091,Lime Green
Solid,Solid,Cotton,14245186,Orange
Solid,Solid,Polyester,13814756,Mauve
Printed,Other,Viscose Rayon,15125812,Multi-Colour
Embroidered,Textured,Cotton,14571924,Black
Solid,Floral,Cotton,13640088,Lime Green
Solid,Solid,Cotton,14897776,Sea Green
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,14220198,Magenta
Solid,Solid,Viscose Rayon,15035562,Black
Self Design,Textured,Polyester,14806194,Navy Blue
Solid,Solid,Cotton,14437890,Navy Blue
Solid,Solid,Cotton,6604053,Blue
Solid,Solid,Viscose Rayon,14089992,Pink
Printed,Geometric Print,Viscose Rayon,13955690,Maroon
Solid,Solid,Cotton,7470427,Black
Solid,Solid,Cotton,12718822,Charcoal
Solid,Solid,Viscose Rayon,15364210,Peach
Solid,Solid,Cotton,13446858,Yellow
Solid,Solid,Polyester,13211708,Green
Solid,Solid,Cotton,7416732,Green
Solid,Solid,Cotton,14163210,Pink
Solid,Solid,Cotton Blend,14024852,Blue
Solid,Floral,Cotton,7416741,Pink
Solid,Other,Cotton,1226072,Yellow
Solid,Solid,Polyester,14519928,Sea Green
Striped,Striped,Pure Cotton,14038282,Orange
Solid,Solid,Cotton,13642400,Navy Blue
Solid,Solid,Cotton,2211037,White
Solid,Solid,Cotton,13917690,White
Solid,Solid,Cotton,163301,Green
Solid,Solid,Polyester,13912610,Blue
Striped,Striped,Polyester,13930042,Red
,Other,Cotton,13575896,Green
Solid,Solid,Viscose Rayon,14221644,Red
Solid,Solid,Cotton,14222740,Brown
Solid,Solid,Cotton,14672806,Yellow
Solid,Solid,Viscose Rayon,11243948,Orange
Solid,Solid,Cotton,14608822,Red
Checked,Checked,Polyester,13791474,Green
Solid,Solid,Cotton,12172138,Pink
Solid,Solid,Cotton,14316308,Charcoal
Checked,Checked,Viscose Rayon,15309110,Green
Solid,Solid,Cotton,816038,Maroon
Solid,Solid,Cotton,14508152,Blue
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Printed,Ethnic Motifs,Viscose Rayon,11578890,Black
Checked,Checked,Silk Blend,15038412,Beige
Printed,Ethnic Motifs,Viscose Rayon,14546372,Navy Blue
Solid,Solid,Cotton,14608812,Magenta
Solid,Solid,Viscose Rayon,11244128,Green
Solid,Solid,Viscose Rayon,14245212,Yellow
Self Design,Solid,Cotton,14654092,Off-White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,12336990,Blue
Solid,Solid,Polyester,14671608,Olive
Solid,Solid,Polyester,14672798,White
Solid,Solid,Cotton,15113760,Yellow
Solid,Solid,Cotton,14672792,Black
,Other,Cotton,13921092,Blue
Checked,Checked,Silk Blend,15038412,Beige
Printed,Ethnic Motifs,Viscose Rayon,13726994,Yellow
Solid,Solid,Polyester,5827682,Grey
Printed,Other,Viscose Rayon,15125918,Black
Solid,Solid,Polyester,15321858,Navy Blue
Solid,Solid,Polyester,14211128,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,14976418,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Silk Blend,14233494,Purple
Checked,Checked,Cotton,14143074,Red
Solid,Solid,Polyester,2403267,Navy Blue
Printed,Floral,Viscose Rayon,13955728,Maroon
Solid,Solid,Cotton,14568454,Turquoise Blue
Solid,Solid,Viscose Rayon,8171911,Yellow
Solid,Solid,Cotton,2529233,Black
Solid,Solid,Cotton,15051180,Grey
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Viscose Rayon,13955698,Black
Solid,Solid,Viscose Rayon,14254322,Mustard
Solid,Solid,Viscose Rayon,15035788,Black
Solid,Solid,Polyester,15009066,Orange
Checked,Checked,Viscose Rayon,13923576,Multi-Colour
,Other,Cotton,13575826,Pink
Solid,Solid,Cotton,14222844,Olive
Solid,Solid,Cotton,12336986,Turquoise Blue
Solid,Solid,Cotton,14672796,Pink
Solid,Solid,Cotton,14608940,Mustard
Solid,Solid,Nylon,12883048,Pink
Printed,Floral,Polyester,13840046,Off-White
Solid,Solid,Cotton,13844868,Grey
Solid,Solid,Cotton,15122880,Grey
Printed,Floral,Silk Blend,14233512,Lime Green
Solid,Solid,Polyester,14220208,Mustard
Solid,Solid,Cotton,12126462,White
,Other,Cotton,14984960,Rust
Printed,Geometric Print,Polyester,14367720,Black
Solid,Solid,Viscose Rayon,11902198,Teal
Solid,Solid,Cotton,14093580,Blue
Self Design,Self Design,Polyester,14051134,Black
Solid,Solid,Denim,14063950,Navy Blue
Solid,Solid,Cotton,13942894,Grey Melange
Solid,Solid,Cotton,14911368,Blue
Solid,Solid,Viscose Rayon,14395878,Yellow
Solid,Solid,Cotton,7416755,Navy Blue
Solid,Geometric Print,Cotton,11243968,Pink
Printed,Conversational,Cotton,14251758,Grey
Printed,Ethnic Motifs,Viscose Rayon,13726986,Red
Solid,Solid,Cotton,13942800,Grey
Solid,Solid,Polyester,14128322,Green
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,14245286,Yellow
Solid,Solid,Cotton,13642606,Teal
Embellished,Embellished,Nylon,6918767,Yellow
Solid,Solid,Cotton,13642590,Green
Solid,Solid,Cotton,15035632,Yellow
Solid,Solid,Cotton,11244084,Coral
Solid,Solid,Cotton,13642676,Black
Solid,Solid,Cotton,15107724,Rust
Solid,Solid,Cotton,14955244,Navy Blue
Solid,Solid,Polyester,15049778,Black
Solid,Solid,Cotton,10925580,Olive
Printed,Other,Cotton,14500040,Pink
Printed,Floral,Viscose Rayon,13955706,Maroon
Solid,Other,Cotton,1226079,Red
Printed,Other,Cotton,14022986,White
Solid,Solid,Cotton,13642686,Green
Solid,Solid,Cotton,12336978,Red
Solid,Solid,Cotton,13642382,Grey Melange
Printed,Floral,Viscose Rayon,13955708,Magenta
Solid,Solid,Cotton,14608810,Blue
Solid,Solid,Cotton,14245358,Rust
Solid,Solid,Cotton,14272024,Blue
Solid,Solid,Cotton,13642604,Black
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Poly Silk,6552789,Pink
Solid,Solid,Cotton,11912022,Off-White
Solid,Solid,Cotton,13642538,Pink
Solid,Solid,Cotton,13868944,Grey
Printed,Other,Cotton,14022984,White
Solid,Solid,Polyester,14672804,Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14420168,Blue
Solid,Solid,Cotton,12008726,Red
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,13850012,Orange
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14608844,Red
Solid,Floral,Cotton,12008720,Maroon
Printed,Geometric Print,Viscose Rayon,13957486,Blue
Solid,Solid,Cotton,13849930,Orange
Colour Blocked,Colourblocked,Cotton Blend,13776656,Pink
Printed,Floral,Viscose Rayon,13955712,Mustard
Solid,Solid,Cotton,13642384,Grey Melange
Solid,Solid,Cotton,13742464,Blue
Solid,Solid,Cotton,13753454,Red
Solid,Solid,Cotton,14272006,Green
Solid,Solid,Cotton,12126448,Pink
Solid,Solid,Cotton,10185935,Pink
Solid,Solid,Cotton,860087,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14581170,Blue
Solid,Solid,Cotton,12008724,Brown
Solid,Solid,Cotton,13642386,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14461454,Navy Blue
Solid,Solid,Cotton,13419204,Green
Solid,Solid,Cotton,13640078,Charcoal
Solid,Solid,Polyester,13980004,Mustard
Solid,Solid,Cotton,12030910,Pink
Solid,Solid,Cotton,14608818,Gold
Colour Blocked,Colourblocked,Polyester,14127896,Black
Solid,Solid,Viscose Rayon,14221646,Mustard
Printed,Geometric Print,Polyester,13971826,Black
Solid,Solid,Cotton,14272026,Olive
Solid,Solid,Cotton,13642600,Burgundy
Printed,Animal Print,Polyester,13740930,White
Solid,Solid,Cotton,12446168,Brown
Solid,Solid,Cotton,816029,Red
Solid,Solid,Cotton,13459718,Cream
Solid,Solid,Silk Blend,13738708,Maroon
Solid,Solid,Polyester,13747036,Peach
Solid,Solid,Cotton,13642634,Black
Solid,Solid,Cotton,13642740,Grey Melange
Checked,Checked,Silk Blend,15038412,Beige
Solid,Other,Cotton,14995966,Maroon
Solid,Solid,Cotton,14272020,Pink
Solid,Solid,Viscose Rayon,14360948,Olive
Solid,Solid,Viscose Rayon,13815054,Fluorescent Green
Solid,Solid,Cotton,6910866,Charcoal
Solid,Solid,Polyester,14778466,Black
Printed,Floral,Polyester,13934920,Navy Blue
Solid,Solid,Polyester,13907790,Black
Solid,Solid,Cotton,14537646,Black
Solid,Solid,Cotton,14560368,White
Solid,Solid,Cotton,12008728,Brown
Solid,Solid,Cotton,9050509,Olive
Solid,Solid,Viscose Rayon,13923570,Blue
Solid,Solid,Cotton,14608828,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,13868828,Maroon
Solid,Solid,Polyester,14672814,Olive
Solid,Solid,Cotton,13871892,Navy Blue
Solid,Solid,Polyester,14983978,White
Solid,Solid,Viscose Rayon,14227248,Mustard
Printed,Floral,Viscose Rayon,13955640,Red
Solid,Solid,Cotton,14316322,White
Solid,Solid,Polyester,14228206,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14222950,Pink
Printed,Floral,Polyester,13995632,White
Printed,Floral,Polyester,13805676,Navy Blue
Self Design,Floral,Polyester,13983862,Black
Printed,Geometric Print,Viscose Rayon,13957532,Orange
Solid,Solid,Cotton,13642640,Pink
Solid,Solid,Viscose Rayon,13414378,Khaki
Solid,Solid,Cotton,13817078,Red
Solid,Solid,Viscose Rayon,14221608,Pink
Solid,Solid,Cotton,14222858,Pink
Solid,Solid,Cotton,12126446,Orange
Solid,Solid,Cotton,13642744,Teal
Solid,Solid,Viscose Rayon,14221598,Green
Embroidered,Floral,Viscose Rayon,15231970,White
Solid,Solid,Cotton,14222902,Blue
Solid,Solid,Cotton,13864640,Grey
Solid,Solid,Polyester,13747038,Turquoise Blue
Printed,Floral,Polyester,13873952,Pink
Solid,Solid,Cotton,12159798,Mustard
,Other,Cotton,13235826,Olive
Printed,Floral,Viscose Rayon,13815256,White
Solid,Solid,Cotton,14401416,Pink
Solid,Solid,Cotton Blend,13817584,Brown
Embellished,Embellished,Cotton,13871884,Green
Solid,Solid,Cotton,10925624,Mustard
Solid,Solid,Cotton,13868968,Black
Solid,Solid,Cotton,10925566,Pink
Solid,Solid,Viscose Rayon,14360958,Black
Checked,Checked,Polyester,13791482,Green
Washed,Washed,Cotton,13805534,Blue
Solid,Solid,Polyester,12499908,Pink
Printed,Abstract Print,Viscose Rayon,11578876,Red
Solid,Solid,Viscose Rayon,11243922,Rust
Solid,Solid,Viscose Rayon,11244056,Red
Solid,Solid,Cotton,10925620,Yellow
Solid,Solid,Viscose Rayon,11244066,Red
Solid,Solid,Cotton,10925610,Rust
Solid,Solid,Polyester,13847288,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14222916,Green
Solid,Solid,Cotton,14343060,Off-White
Solid,Solid,Cotton,11244074,Blue
Solid,Solid,Cotton,13642450,Grey Melange
Solid,Solid,Cotton,13817070,Pink
Printed,Ethnic Motifs,Viscose Rayon,11578904,Navy Blue
Solid,Solid,Cotton,14222946,Green
Solid,Solid,Polyester,13642694,Purple
Printed,Floral,Viscose Rayon,14301986,Blue
Embellished,Embellished,Pure Silk,14358316,Navy Blue
Solid,Solid,Cotton,13817074,Blue
Solid,Solid,Cotton,14222938,Purple
Checked,Checked,Cotton,13864644,Multi-Colour
Solid,Solid,Cotton,10976470,Green
Printed,Geometric Print,Viscose Rayon,13747990,Fuchsia
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14222876,Peach
Printed,Floral,Viscose Rayon,14261530,Blue
Solid,Solid,Cotton,12146338,Red
Solid,Solid,Cotton,14222848,Blue
Printed,Floral,Pure Cotton,13858924,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14228124,Grey
Solid,Solid,Polyester,13847308,Green
Solid,Solid,Cotton,14608862,Brown
Printed,Floral,Polyester,13765032,Navy Blue
Solid,Solid,Cotton,13642410,White
Solid,Solid,Cotton,14222894,Blue
Printed,Geometric Print,Viscose Rayon,13955686,Magenta
Printed,Geometric Print,Viscose Rayon,13955668,Magenta
Solid,Solid,Cotton,14437892,Purple
Solid,Solid,Cotton,12158908,Orange
Embroidered,Floral,Cotton,14571930,Navy Blue
Solid,Solid,Cotton,13642618,Navy Blue
Solid,Solid,Cotton,14222914,Coral
Solid,Solid,Cotton,14608858,Brown
Solid,Solid,Cotton,11912024,Turquoise Blue
Solid,Solid,Cotton,14608806,Yellow
Striped,Striped,Polyester,14628256,Multi-Colour
Printed,Self Design,Cotton,13864658,Multi-Colour
Solid,Solid,Cotton,13446862,Nude
Solid,Solid,Cotton,13446848,Cream
Solid,Solid,Polyester,14571440,Green
Solid,Solid,Viscose Rayon,14714272,Black
Solid,Solid,Cotton,14608870,Grey
Solid,Solid,Cotton,13642578,Black
Solid,Solid,Cotton,12008732,Red
Printed,Floral,Polyester,13985766,Black
Printed,Geometric Print,Polyester,14008468,Brown
Self Design,Textured,Viscose Rayon,14356560,Off-White
Solid,Solid,Polyester,13720448,Blue
Solid,Solid,Cotton,12434160,Pink
Solid,Solid,Cotton,14608836,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14798388,Black
Striped,Striped,Viscose Rayon,13815258,Blue
Solid,Solid,Cotton,12158910,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,13642392,Coral
Solid,Solid,Elastane,12446476,White
Solid,Solid,Cotton,13849958,White
Checked,Checked,Polyester,13791478,Brown
Solid,Solid,Cotton,14272036,White
Solid,Solid,Cotton,14962258,Pink
Solid,Solid,Cotton,15135160,Pink
Striped,Striped,Cotton Blend,14024862,White
Solid,Solid,Cotton,13642596,Off-White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,13642672,Green
Solid,Solid,Viscose Rayon,14537572,Red
Solid,Solid,Cotton,816052,Coral
Solid,Solid,Cotton,14608820,White
Printed,Floral,Viscose Rayon,10207337,Pink
Solid,Solid,Cotton,14672788,Peach
Solid,Solid,Cotton,12179538,Maroon
Solid,Solid,Cotton,13419226,Yellow
Solid,Solid,Cotton,10185931,Pink
Solid,Solid,Cotton,14245284,Olive
Solid,Solid,Cotton,14514990,Burgundy
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
